"Due to security reasons, you need to reset your password: we send you an email. Please follow the instructions.","Es ist erforderlich, dass Sie ihr Passwort neu setzen. Bitte folgen Sie den Anweisungen, die wir Ihnen per E-Mail geschickt haben."
"Is Password Reset Required","Passwort Reset erforderlich"

